Sex_b,Age_pre,Pclass,Embarked_S,Embarked_C,SibSp,Parch,Fare,Cabin_null,Cabin_C,Cabin_E,Cabin_G,Cabin_D,Cabin_A,Cabin_B,Cabin_F,Cabin_T,Name_Miss,Name_Mrs,Name_Master,Name_Col,Name_Major,Name_Mr,Name_Dr,Name_Don,Name_Sir,Ticket_num,Ticket_cat,Survived
1,18.0,2,1,0,0,1,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231919,95,1
0,21.0,3,1,0,0,0,8.4333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8475,525,0
1,29.0,3,0,1,0,0,7.8292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,330919,526,1
1,18.0,3,0,1,0,0,6.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,365226,527,0
0,24.0,2,1,0,2,0,73.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14879,70,0
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349223,528,0
1,32.0,3,0,1,1,1,15.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,364849,170,0
0,23.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29751,529,0
0,58.0,1,0,0,0,2,113.275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,35273,193,0
0,50.0,1,1,0,2,0,133.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17611,292,1
0,40.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2623,530,0
0,47.0,1,1,0,0,0,25.5875,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5727,531,0
0,36.0,3,1,0,0,0,7.4958,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,349210,532,0
0,20.0,3,1,0,1,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,533,1
0,32.0,2,1,0,2,0,73.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14879,70,0
0,25.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234686,534,0
0,29.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,312993,535,0
0,43.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3536,536,0
1,29.0,1,1,0,1,0,52.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19996,537,1
1,40.0,2,1,0,1,1,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29750,538,1
0,31.0,1,1,0,1,0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12750,539,0
0,70.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24580,540,0
0,31.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,244270,541,1
0,29.0,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239856,542,0
0,18.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349912,543,0
0,24.5,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,342826,544,0
1,18.0,3,1,0,0,0,9.8417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4138,545,1
1,43.0,3,1,0,1,6,46.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2144,58,0
0,36.0,1,0,0,0,1,512.3292,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,17755,231,1
1,29.0,3,0,1,0,0,8.1375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,330935,546,0
0,27.0,1,0,0,0,0,76.7292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17572,51,1
0,20.0,3,1,0,0,0,9.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6563,547,0
0,14.0,3,1,0,5,2,46.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2144,58,0
0,60.0,2,1,0,1,1,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29750,538,0
0,25.0,2,0,0,1,2,41.5792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2123,42,0
0,14.0,3,1,0,4,1,39.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101295,49,0
0,19.0,3,1,0,0,0,10.1708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349228,548,0
0,18.0,3,1,0,0,0,7.7958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350036,549,0
1,15.0,1,1,0,0,1,211.3375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24160,550,1
0,31.0,1,1,0,1,0,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17474,551,1
1,4.0,3,0,0,0,1,13.4167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349256,552,1
0,29.0,3,1,0,0,0,56.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,72,1
0,25.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2672,553,0
0,60.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113800,554,0
0,52.0,2,1,0,0,0,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,248731,555,0
0,44.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363592,556,0
1,29.0,3,0,1,0,0,7.7333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35852,557,1
0,49.0,1,0,0,1,1,110.8833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17421,272,0
0,42.0,3,1,0,0,0,7.65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,348121,558,0
1,18.0,1,0,0,1,0,227.525,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17757,327,1
0,35.0,1,1,0,0,0,26.2875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17475,559,1
1,18.0,3,0,0,0,1,14.4542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2691,313,0
0,25.0,3,0,1,0,0,7.7417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36864,560,0
0,26.0,3,1,0,1,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350025,561,0
0,39.0,2,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250655,364,0
1,45.0,2,1,0,0,0,13.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,223596,562,1
0,42.0,1,1,0,0,0,26.2875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17476,563,1
1,22.0,1,1,0,0,0,151.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113781,266,1
0,29.0,3,0,0,1,1,15.2458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2661,64,1
1,24.0,1,0,0,0,0,49.5042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17482,564,1
0,29.0,1,1,0,0,0,26.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113028,565,0
0,48.0,1,1,0,1,0,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19996,537,1
0,29.0,3,1,0,0,0,9.4833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7545,566,0
0,52.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250647,567,0
0,19.0,3,1,0,0,0,7.65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,348124,568,0
1,38.0,1,0,0,0,0,227.525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17757,327,1
1,27.0,2,1,0,0,0,10.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34218,569,1
0,29.0,3,0,1,0,0,15.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36568,570,0
0,33.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347062,571,0
1,6.0,2,1,0,0,1,33.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248727,491,1
0,17.0,3,1,0,1,0,7.0542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350048,572,0
0,34.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12233,573,0
0,50.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250643,574,0
0,27.0,1,1,0,1,0,53.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113806,575,1
0,20.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315094,576,0
1,30.0,2,1,0,3,0,21.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31027,402,1
1,29.0,3,0,1,0,0,7.7375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36866,577,1
0,25.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236853,578,0
1,25.0,3,1,0,1,0,7.925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101271,579,0
1,29.0,1,1,0,0,0,211.3375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24160,550,1
0,11.0,3,0,0,0,0,18.7875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2699,185,0
0,29.0,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239855,580,0
0,23.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28425,581,0
0,23.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233639,582,0
0,28.5,3,1,0,0,0,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54636,508,0
1,48.0,3,1,0,1,3,34.375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6608,84,0
0,35.0,1,0,0,0,0,512.3292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17755,231,1
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349201,583,0
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349218,584,0
0,29.0,1,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16988,585,1
0,36.0,1,1,0,1,0,78.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19877,259,0
1,21.0,1,0,0,2,2,262.375,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,17608,277,1
0,24.0,3,1,0,1,0,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376566,586,0
0,31.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,587,1
0,70.0,1,1,0,1,1,71.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5735,451,0
0,16.0,3,1,0,1,1,20.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2673,248,0
1,30.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250648,588,1
0,19.0,1,1,0,1,0,53.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113773,589,0
0,31.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335097,590,0
1,4.0,2,1,0,1,1,23.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29103,591,1
0,6.0,3,1,0,0,1,12.475,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392096,592,1
0,33.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345780,593,0
0,23.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349204,594,0
1,48.0,2,1,0,1,2,65.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,220845,503,1
0,0.67,2,1,0,1,1,14.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250649,221,1
0,28.0,3,1,0,0,0,7.7958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350042,595,0
0,18.0,2,1,0,0,0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29108,596,0
0,34.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363294,597,0
1,33.0,1,1,0,0,0,86.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110152,230,1
0,29.0,3,1,0,0,0,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,358585,476,0
0,41.0,3,1,0,0,0,7.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101272,598,0
0,20.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2663,599,1
1,36.0,1,1,0,1,2,120.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,113760,334,1
0,16.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347074,600,0
1,51.0,1,1,0,1,0,77.9583,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13502,245,1
0,29.0,1,0,0,0,0,39.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112379,601,0
1,30.5,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364850,602,0
0,29.0,3,0,1,1,0,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,371110,106,0
0,32.0,3,1,0,0,0,8.3625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8471,603,0
0,24.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345781,604,0
0,48.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350047,605,0
1,57.0,2,1,0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,606,0
0,29.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2674,607,0
1,54.0,2,1,0,1,3,23.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29105,608,1
0,18.0,3,1,0,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347078,609,0
0,29.0,3,0,1,0,0,7.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,383121,610,0
1,5.0,3,1,0,0,0,12.475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364516,77,1
0,29.0,3,0,1,0,0,7.7375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36865,611,0
1,43.0,1,1,0,0,1,211.3375,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,24160,550,1
1,13.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2687,612,1
1,17.0,1,1,0,1,0,57.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,17474,551,1
0,29.0,1,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113501,613,0
0,29.0,3,1,0,1,2,23.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6607,614,0
0,25.0,3,1,0,0,0,7.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101312,615,0
0,25.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,374887,616,0
1,18.0,3,1,0,0,0,7.4958,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101265,617,1
0,8.0,3,0,1,4,1,29.125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,382652,16,0
0,1.0,3,1,0,1,2,20.575,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2315,90,1
0,46.0,1,0,0,0,0,79.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,17593,129,0
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12460,618,0
0,16.0,2,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239865,20,0
1,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2343,148,0
0,29.0,1,0,0,0,0,30.6958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17600,619,0
0,25.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349203,620,0
0,39.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28213,621,0
1,49.0,1,1,0,0,0,25.9292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17465,622,1
1,31.0,3,1,0,0,0,8.6833,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,349244,623,1
0,30.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2685,624,0
1,30.0,3,1,0,1,1,24.15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,345773,357,0
0,34.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250647,567,0
1,31.0,2,1,0,1,1,26.25,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,31921,212,1
0,11.0,1,1,0,1,2,120.0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,113760,334,1
0,0.42,3,0,0,0,1,8.5167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2625,625,1
0,27.0,3,1,0,0,0,6.975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347089,626,1
0,31.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347063,627,0
0,39.0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,112050,628,0
1,18.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347087,629,0
0,39.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,248723,630,0
1,33.0,1,1,0,1,0,53.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,113806,575,1
0,26.0,3,1,0,0,0,7.8875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3474,631,0
0,39.0,3,1,0,0,0,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48871,467,0
0,35.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28206,632,0
1,6.0,3,1,0,4,2,31.275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347082,13,0
0,30.5,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364499,633,0
0,29.0,1,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112058,634,0
1,23.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101290,635,0
0,31.0,2,0,0,1,1,37.0042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2079,636,0
0,43.0,3,1,0,0,0,6.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7075,637,0
0,10.0,3,1,0,3,2,27.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347088,62,0
1,52.0,1,1,0,1,1,93.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,12749,435,1
0,27.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315098,638,1
0,38.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19972,639,0
1,27.0,3,1,0,0,1,12.475,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,392096,592,1
0,2.0,3,1,0,4,1,39.6875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3101295,49,0
0,29.0,3,0,1,0,0,6.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,368323,640,0
0,29.0,3,1,0,0,0,56.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,72,0
0,1.0,2,0,0,0,2,37.0042,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2079,636,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367228,641,1
1,62.0,1,0,0,0,0,80.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,113572,60,1
1,15.0,3,0,0,1,0,14.4542,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2659,505,1
0,0.83,2,1,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29106,348,1
0,29.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2671,642,0
0,23.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347468,643,0
0,18.0,3,1,0,0,0,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2223,644,0
1,39.0,1,0,0,1,1,83.1583,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17756,645,1
0,21.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315097,646,0
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,392092,647,0
0,32.0,3,1,0,0,0,56.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,72,1
0,29.0,1,0,0,0,0,29.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11774,648,1
0,20.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101287,649,0
0,16.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,606,0
1,30.0,1,0,0,0,0,31.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113798,241,1
0,34.5,3,0,0,0,0,6.4375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2683,650,0
0,17.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315090,651,0
0,42.0,3,1,0,0,0,7.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5547,652,0
0,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2343,148,0
0,35.0,3,0,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349213,653,0
0,28.0,2,1,0,0,1,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248727,491,0
1,29.0,1,0,0,1,0,89.1042,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17453,383,1
0,4.0,3,1,0,4,2,31.275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347082,13,0
0,74.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347060,654,0
1,9.0,3,0,0,1,1,15.2458,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2678,130,0
1,16.0,1,1,0,0,1,39.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17592,655,1
1,44.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,244252,223,0
1,18.0,3,1,0,0,1,9.35,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,392091,656,1
1,45.0,1,1,0,1,1,164.8667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36928,283,1
0,51.0,1,1,0,0,0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113055,657,1
1,24.0,3,0,0,0,3,19.2583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2666,379,1
0,29.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2629,658,0
0,41.0,3,1,0,2,0,14.1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350026,659,0
0,21.0,2,1,0,1,0,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28134,660,0
1,48.0,1,1,0,0,0,25.9292,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,17466,661,1
1,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2343,148,0
0,24.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233866,662,0
1,42.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,236852,663,1
1,27.0,2,0,0,1,0,13.8583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2149,664,1
0,31.0,1,1,0,0,0,50.4958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17590,665,0
0,29.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345777,666,0
